id_sample,TTI
0,1.091792171290637
1,1.1031104705618588
2,1.092282143108593
3,1.7273970115935888
4,1.7663695906230081
5,1.727426373457081
6,1.1253782226718982
7,1.1331855162623066
8,1.1332654470649097
9,1.2929566317531278
10,1.3209321353187624
11,1.4302404655684702
12,2.0265678753456893
13,2.032507354479509
14,2.0052119462300104
15,2.4687237888206073
16,2.4831960935488735
17,2.3945950733300756
18,2.3401771655053762
19,2.2595162971376856
20,2.2003183779394564
21,1.139358333144673
22,1.174887983524048
23,1.1991257595663005
24,1.9183825369868135
25,1.886113852175357
26,1.8241025839619476
27,1.6469790383697793
28,1.5459040663496546
29,1.426452016887929
30,1.796874766273836
31,1.7959149027576744
32,1.7775062057119269
33,1.548057889696843
34,1.5714931933583636
35,1.5809442361075354
36,1.4620141810930918
37,1.4561377219211034
38,1.4094117059191462
39,1.4215776052844016
40,1.3209635242943694
41,1.2699094701619225
42,1.1068910833453514
43,1.1190991542360729
44,1.1917106486268354
45,1.4697494891790754
46,1.3663107595405515
47,1.3129691454136903
48,1.1743960600707641
49,1.1878194208882396
50,1.2008090238939724
51,2.386937121123852
52,1.9382228827352386
53,1.9301868445763526
54,1.9215533939328249
55,1.8294890432834863
56,1.839708276860432
57,1.7753297348592925
58,1.7726984751858608
59,1.8121315794331863
60,1.3595444960604433
61,1.4178584258897933
62,1.42649657556189
63,1.3696092023990376
64,1.5259913307576785
65,1.668158251506849
66,1.3979027934419117
67,1.4836468751604173
68,1.466055185343657
69,1.2527421746367433
70,1.2515970149550952
71,1.2058623282102998
72,1.6251780272908043
73,1.6363582744384544
74,1.6513645181146654
75,3.2662409499234064
76,2.7819426179594067
77,2.4903856431072704
78,1.434664654918713
79,1.3927779037311028
80,1.368272450867888
81,1.1557620623679525
82,1.1562226374175208
83,1.1536711162882827
84,1.1216793669922993
85,1.13139676460841
86,1.1147949332658447
87,1.1787239346533545
88,1.1871079505216533
89,1.1887186189246388
90,1.1651257663853696
91,1.1587385620646045
92,1.1591181380542173
93,1.215132379986207
94,1.1996587877397178
95,1.2187957517445231
96,1.2443280673867168
97,1.2480935060048093
98,1.298263043861648
99,1.723446734384913
100,1.72684895067471
101,1.7210487545788815
102,1.2754900050378601
103,1.288424757536292
