,TTI
0,1.0657715
1,1.0874734
2,1.0717644
3,1.8602516
4,1.8074131000000002
5,1.7002526999999998
6,1.1282273000000003
7,1.1458968000000003
8,1.1559521000000001
9,1.2956858000000002
10,1.3156312000000001
11,1.3127064
12,2.0814494
13,2.004579
14,2.016178
15,2.5427129
16,2.6932365000000003
17,2.4571342
18,2.2100221
19,2.0704330000000004
20,1.9658565
21,1.1532093
22,1.2381684
23,1.2862217
24,1.8463281000000005
25,1.7924883999999999
26,1.7824505000000002
27,1.6332465
28,1.5645347
29,1.4755599
30,1.9566318
31,1.8528204
32,1.8040671000000004
33,1.5250702
34,1.5133523000000002
35,1.4933037000000002
36,1.4812447000000002
37,1.3816822000000002
38,1.3918487
39,1.396686
40,1.3087241000000003
41,1.2781948
42,1.0959169000000002
43,1.2472736000000002
44,1.1240821000000003
45,1.4604128
46,1.4572942
47,1.4736802
48,1.1856276000000003
49,1.2597870000000002
50,1.2826813000000001
51,2.366087
52,2.3664278
53,1.8991988999999998
54,1.9175164000000002
55,1.8426289000000002
56,1.7703442
57,1.7742013
58,1.8118405
59,1.8012503000000002
60,1.4104180000000002
61,1.4584684
62,1.5351049
63,1.2293419
64,1.2325303
65,1.2332875
66,1.4530483
67,1.4068975000000001
68,1.424822
69,1.2217917
70,1.2436058
71,1.2399465
72,1.6364058000000001
73,1.6230815
74,1.7040376000000002
75,3.904984
76,2.2873496
77,1.98208
78,1.5617325000000002
79,1.5991436000000003
80,1.5394867
81,1.1683742000000001
82,1.1420565000000003
83,1.1296877
84,1.1444246000000002
85,1.1806735000000002
86,1.2717191
87,1.1796605
88,1.1757536000000002
89,1.1769628
90,1.1587842
91,1.1690159
92,1.1700297
93,1.2060566000000001
94,1.2364865
95,1.2118308000000002
96,1.2360222
97,1.2761338
98,1.2990537000000002
99,1.6804712000000002
100,1.8107377000000002
101,1.6721126000000002
102,1.2875008000000001
103,1.2562962
104,1.2582696000000002
105,1.1214005
106,1.1230163000000002
107,1.3270287
108,1.2478286
109,1.2639072000000002
110,1.2119893000000002
111,1.2062735000000002
112,1.2046603000000002
113,1.181055
114,1.3548426000000002
115,1.2763793
116,1.2516513000000002
117,1.1948241000000004
118,1.2045471000000003
119,1.2142176000000002
120,1.4078097
121,1.422739
122,1.4189439
123,1.1831040000000002
124,1.1739148000000001
125,1.1833310000000001
126,1.1213886000000002
127,1.1298886000000001
128,1.1513874000000002
129,1.149497
130,1.2226868000000002
131,1.1587908000000002
132,1.1859249
133,1.1767196000000002
134,1.1836864
135,1.1614341000000001
136,1.1605860000000001
137,1.1590473000000001
138,1.1571845
139,1.1748488000000001
140,1.1738881000000003
141,1.1749803
142,1.1879608000000001
143,1.1881286000000002
144,1.1784786
145,1.1799661000000001
146,1.1812245000000001
147,1.0888229
148,1.1427047
149,1.0581669
150,1.1266724
151,1.1221216999999999
152,1.130981
153,1.1677303
154,1.1487307
155,1.1591791000000002
156,1.1820573
157,1.1891395000000002
158,1.2051057
159,1.2147896000000002
160,1.2315299
161,1.2195027
162,1.2070207000000002
163,1.2132370000000001
164,1.2131095
165,1.3143237
166,1.3344514
167,1.4155878000000002
168,1.0837583000000002
169,1.0754261
170,1.0661136000000002
171,1.1150512
172,1.1218304
173,1.1223708000000001
174,1.1200015
175,1.1241373000000001
176,1.1167013000000001
177,1.1375317
178,1.1330845
179,1.1371438
180,1.2152523000000002
181,1.2246659
182,1.2253696000000003
183,1.2650835
184,1.3039611000000002
185,1.3067025
186,1.2095616000000002
187,1.2095614000000001
188,1.2227179
189,1.1781278000000002
190,1.1962957
191,1.7368580000000002
192,1.2090873
193,1.1745648000000002
194,1.1729019
195,1.1372548000000002
196,1.1319255000000001
197,1.1207062
198,1.2104301000000002
199,1.1916727
200,1.1858316000000002
201,1.3637428999999999
202,1.3607222
203,1.2330503000000002
204,1.2146878
205,1.1855065000000002
206,1.1801483000000001
207,1.1415464000000002
208,1.1618184
209,1.1542213000000001
210,1.6250928
211,1.6926624000000001
212,1.5411295
213,1.7966722
214,1.8301878000000003
215,1.8723156000000003
216,1.7791021000000002
217,1.7816979
218,1.8080714
219,1.8680121
220,1.8984528999999999
221,1.9101717000000002
222,1.9869899
223,2.0241465
224,1.8529841000000002
225,1.7547006000000003
226,1.7239906000000005
227,1.6910888
228,1.5892317
229,1.6062078000000002
230,1.6559632
231,1.3425664
232,1.2511745000000003
233,1.2810278000000002
234,1.6089695000000002
235,1.7466468000000002
236,1.8152837000000002
237,1.6100718000000003
238,1.6584988999999999
239,1.7996737000000003
240,2.2377242
241,1.8459592000000002
242,2.4351787000000003
243,2.9668683
244,2.6410755000000004
245,2.8650320000000002
246,3.9599067000000003
247,3.2743637000000003
248,2.9247846
249,1.4815520000000002
250,1.5804412
251,1.5010856000000004
252,1.0384669000000002
253,1.0418493000000002
254,1.0425200000000001
255,1.1508443000000002
256,1.1454665000000002
257,1.134843
258,1.0800702
259,1.0886568000000003
260,1.1110794000000002
261,1.142009
262,1.2160128000000001
263,1.1985559000000001
264,1.4029831000000001
265,1.4107243999999999
266,1.5715511000000002
267,1.5994344
268,1.5690950000000001
269,1.5362900000000002
270,1.1778797
271,1.2323779
272,1.3369531000000001
273,1.1089833000000002
274,1.132441
275,1.1839742000000002
276,1.3443847
277,1.3769427
278,1.7136403000000002
279,1.1168521000000002
280,1.1650403999999999
281,1.1584386000000002
282,1.2196843000000002
283,1.2870571000000002
284,1.4079425
285,1.6820648000000002
286,1.6362371000000002
287,1.6195032
288,1.4428214000000001
289,1.4109883
290,1.4279707000000001
291,1.2335829
292,1.2059110000000002
293,1.2393724
294,1.0340802
295,1.0394207000000002
296,1.0364367
297,1.2644265000000001
298,1.2107186000000003
299,1.194347
300,1.1084768
301,1.1203987
302,1.1141152
303,1.3475323000000001
304,1.4078907
305,1.4648103000000001
306,1.4587925
307,1.5361931000000002
308,1.5902899000000001
309,2.1253223
310,1.9396520000000002
311,1.8291011000000004
312,1.2893161000000002
313,1.2878649
314,1.2757427000000001
315,1.0679228000000003
316,1.0884964000000001
317,1.0968396000000002
318,1.3380087
319,1.4247758000000001
320,1.425094
321,1.1143612
322,1.1291606000000003
323,1.1612770000000001
324,1.4601044
325,1.7288859
326,1.8637674
327,1.1624111000000001
328,1.1708872000000001
329,1.2104790000000003
330,1.1703932
331,1.1866214000000002
332,1.2060598999999999
333,1.1295494
334,1.1276051000000002
335,1.1149793000000001
336,1.1162782
337,1.1172535000000001
338,1.1282877000000002
339,1.1540329
340,1.1551053999999998
341,1.1458503000000002
342,1.165164
343,1.1728344
344,1.1700297
345,1.1362457000000001
346,1.1655266000000002
347,1.1501303999999999
348,1.1961307
349,1.2290923000000002
350,1.2480642000000002
351,1.3153973
352,1.3365211000000001
353,1.2748057
354,1.2185143999999999
355,1.2164404
356,1.1969358
357,1.086875
358,1.0991067
359,1.0974075
360,1.101699
361,1.1025693000000003
362,1.1177518000000002
363,1.1250254
364,1.1253313
365,1.121555
366,1.1777643000000002
367,1.1869891000000004
368,1.2016746000000003
369,1.2004213000000001
370,1.2181473999999999
371,1.3010957
372,1.2496666000000003
373,1.3153967
374,1.345132
375,1.1679682
