id_sample,TTI
0,1.0586088
1,1.0602609
2,1.0625573
3,1.642335
4,1.7078621
5,1.6625832
6,1.1565854
7,1.1693264
8,1.1823017
9,1.2542057
10,1.2442837
11,1.2480572
12,2.0296344
13,2.0141888
14,2.0084332
15,2.4209912
16,2.3119727
17,2.272347
18,2.177157
19,2.0139238
20,1.9589422
21,1.1429582
22,1.1777962
23,1.2045206
24,1.8242211
25,1.7803541
26,1.7828795
27,1.6836037
28,1.6663096
29,1.6420067
30,1.850655
31,1.8317771
32,1.8303223
33,1.5347907
34,1.485963
35,1.4502506
36,1.497764
37,1.5075773
38,1.6649348
39,1.4836042
40,1.4659642
41,1.4486238
42,1.0963368
43,1.1323815
44,1.160923
45,1.4705283
46,1.5073964
47,1.5177616
48,1.2685903
49,1.2800994
50,1.31529
51,2.6226467
52,2.2371046
53,1.9350566
54,1.8298765
55,1.8015825
56,1.780825
57,1.7583574
58,1.7627228
59,1.7896311
60,1.5069969
61,1.5083834
62,1.4853438
63,1.3081785
64,1.5421645
65,1.911259
66,1.6220953
67,1.6039316
68,1.5982531
69,1.2738828
70,1.2967859
71,1.3399081
72,1.6543242
73,1.6605907
74,1.6350966
75,3.448744
76,3.3603462
77,3.311029
78,1.5252924
79,1.536978
80,1.5314553
81,1.1740434
82,1.1718693
83,1.1752995
84,1.1246692
85,1.1344716
86,1.1413858
87,1.1714636
88,1.1735306
89,1.1774728
90,1.1595541
91,1.1620657
92,1.1609143
93,1.2230446
94,1.2291564
95,1.2379051
96,1.2219075
97,1.237421
98,1.2464097
99,1.6283238
100,1.5793186
101,1.5854188
102,1.314155
103,1.304245
104,1.3428818
105,1.1241028
106,1.2044672
107,1.2790878
108,1.330102
109,1.3072495
110,1.2962198
111,1.2080806
112,1.2224209
113,1.2216141
114,1.3608281
115,1.3604725
116,1.3274225
117,1.1930078
118,1.1896709
119,1.1922607
120,1.3876206
121,1.3944266
122,1.354237
123,1.2032896
124,1.2069061
125,1.2270241
126,1.1382701
127,1.143145
128,1.1459054
129,1.1579262
130,1.1723953
131,1.1678674
132,1.1891484
133,1.1822831
134,1.1940991
135,1.1628357
136,1.1636445
137,1.1608875
138,1.1609034
139,1.1640775
140,1.1634967
141,1.1781583
142,1.1819871
143,1.1816863
144,1.1562338
145,1.1396539
146,1.1476896
147,1.0945726
148,1.1046416
149,1.1526374
150,1.145353
151,1.1520012
152,1.1602341
153,1.1885009
154,1.1821317
155,1.1925076
156,1.2006184
157,1.200734
158,1.2172199
159,1.2356715
160,1.2123571
161,1.2192571
162,1.215497
163,1.2398279
164,1.269612
165,1.3208832
166,1.3411256
167,1.4135999
168,1.0784162
169,1.0860625
170,1.1003628
171,1.1317121
172,1.1298263
173,1.1323709
174,1.1328569
175,1.1320237
176,1.1234036
177,1.1514125
178,1.1427143
179,1.1496288
180,1.3470087
181,1.2678253
182,1.2506819
183,1.2599101
184,1.247704
185,1.2495327
186,1.221507
187,1.232908
188,1.2338136
189,1.1548208
190,1.1675025
191,1.1758907
192,1.2131424
193,1.2010759
194,1.1969156
195,1.1494999
196,1.1577577
197,1.1671782
198,1.2206429
199,1.2278153
200,1.2245409
201,1.3758351
202,1.3427027
203,1.3145552
204,1.2032745
205,1.1931146
206,1.1911952
207,1.1489587
208,1.1428465
209,1.141342
210,1.6700088
211,1.6893578
212,1.7047144
213,1.739079
214,1.7327812
215,1.7434143
216,1.7866855
217,1.8089235
218,1.836389
219,2.0697013
220,2.0777091
221,1.9365826
222,2.0988419
223,2.0689896
224,1.9893431
225,1.7416507
226,1.7551766
227,1.7250225
228,1.6164712
229,1.6479754
230,1.6557224
231,1.4497634
232,1.474961
233,1.5454591
234,1.653597
235,1.8368935
236,1.8317577
237,1.7118276
238,1.7443376
239,1.821667
240,2.2832442
241,2.2129248
242,2.5640904
243,3.2396047
244,3.0764002
245,3.0301006
246,3.7488944
247,4.2944909
248,3.6375229
249,1.5088519
250,1.5655666
251,1.6372685
252,1.02902336
253,1.02975626
254,1.0337625
255,1.1436872
256,1.1666638
257,1.1790168
258,1.0786758
259,1.0704756
260,1.0737456
261,1.1443773
262,1.1539875
263,1.1739178
264,1.3874897
265,1.4514788
266,1.4776155
267,1.5653944
268,1.5666218
269,1.5949708
270,1.1782396
271,1.1927896
272,1.2388711
273,1.0879207
274,1.1033344
275,1.1407783
276,1.2908857
277,1.3322184
278,1.3553119
279,1.126725
280,1.1437977
281,1.1483917
282,1.2609352
283,1.3263252
284,1.3763352
285,1.6555366
286,1.6200583
287,1.5842414
288,1.4349841
289,1.447093
290,1.4671834
291,1.2997303
292,1.3471027
293,1.3753996
294,1.0305756
295,1.03127401
296,1.0455745
297,1.2623338
298,1.3082134
299,1.4587698
300,1.12153
301,1.124187
302,1.1201529
303,1.2906741
304,1.2867492
305,1.3122742
306,1.4499848
307,1.5646417
308,1.6315528
309,2.0365745
310,1.8871457
311,1.8010014
312,1.2565035
313,1.2517789
314,1.2984548
315,1.0909436
316,1.1099232
