,TTI
0,1.0063509941101074
1,1.0085312128067017
2,1.0155634880065918
3,1.143758773803711
4,1.1304070949554443
5,1.1372027397155762
6,1.111682415008545
7,1.1278674602508545
8,1.127800464630127
9,1.1365644931793213
10,1.1407301425933838
11,1.1592010259628296
12,1.283250093460083
13,1.273587942123413
14,1.266641616821289
15,1.3509259223937988
16,1.252907395362854
17,1.2640318870544434
18,1.2131664752960205
19,1.2464977502822876
20,1.2529338598251343
21,1.075679063796997
22,1.1096835136413574
23,1.1150962114334106
24,1.2327229976654053
25,1.2559502124786377
26,1.2789101600646973
27,1.1972932815551758
28,1.1980912685394287
29,1.204484224319458
30,1.1838505268096924
31,1.2145085334777832
32,1.2629292011260986
33,1.1823482513427734
34,1.2012996673583984
35,1.228510856628418
36,1.1903060674667358
37,1.212550163269043
38,1.246058464050293
39,1.1490415334701538
40,1.1509182453155518
41,1.1602582931518555
42,1.0240504741668701
43,1.022017240524292
44,1.0242575407028198
45,1.1163766384124756
46,1.11509108543396
47,1.1284735202789307
48,1.1060658693313599
49,1.1098240613937378
50,1.1120595932006836
51,1.152990698814392
52,1.1483949422836304
53,1.1635322570800781
54,1.1968626976013184
55,1.201524019241333
56,1.2053511142730713
57,1.3278334140777588
58,1.307608962059021
59,1.3043586015701294
60,1.1691622734069824
61,1.157175064086914
62,1.15928316116333
63,1.0215458869934082
64,1.0261142253875732
65,1.0275347232818604
66,1.1053786277770996
67,1.1015877723693848
68,1.1040263175964355
69,1.1455484628677368
70,1.1423245668411255
71,1.1554474830627441
72,1.126823902130127
73,1.1389648914337158
74,1.1795010566711426
75,1.114984154701233
76,1.1254451274871826
77,1.137380599975586
78,1.1600404977798462
79,1.187011957168579
80,1.1852242946624756
81,1.1979634761810303
82,1.215993046760559
83,1.230885624885559
84,1.1101542711257935
85,1.1086097955703735
86,1.1095397472381592
87,1.1665858030319214
88,1.16092848777771
89,1.1554346084594727
90,1.141127347946167
91,1.1496649980545044
92,1.1451318264007568
93,1.1414709091186523
94,1.1497483253479004
95,1.149056077003479
96,1.1718156337738037
97,1.1710400581359863
98,1.163184642791748
99,1.192685842514038
100,1.1960078477859497
101,1.1866084337234497
102,1.1850616931915283
103,1.1845471858978271
104,1.1891720294952393
105,1.0833957195281982
106,1.0803405046463013
107,1.0899065732955933
108,1.1179003715515137
109,1.1172068119049072
110,1.1257612705230713
111,1.0997769832611084
112,1.108982801437378
113,1.1033991575241089
114,1.1600710153579712
115,1.1481987237930298
116,1.1543653011322021
117,1.1220653057098389
118,1.1262367963790894
119,1.1391135454177856
120,1.1564197540283203
121,1.1591286659240723
122,1.1646854877471924
123,1.1614224910736084
124,1.1575307846069336
125,1.1616406440734863
126,1.1387388706207275
127,1.1397954225540161
128,1.1454596519470215
129,1.1720139980316162
130,1.1749451160430908
131,1.1715385913848877
132,1.187798261642456
133,1.1926124095916748
134,1.197859525680542
135,1.2224502563476562
136,1.2369580268859863
137,1.2373865842819214
138,1.2004506587982178
139,1.1978700160980225
140,1.200943946838379
141,1.2166318893432617
142,1.206270456314087
143,1.201732873916626
144,1.19424307346344
145,1.191659927368164
146,1.1917674541473389
147,1.0855777263641357
148,1.0896282196044922
149,1.1005747318267822
150,1.1116888523101807
151,1.1211888790130615
152,1.1122527122497559
153,1.1290318965911865
154,1.128280758857727
155,1.1316710710525513
156,1.1448471546173096
157,1.1519476175308228
158,1.1599719524383545
159,1.2748949527740479
160,1.650156855583191
161,2.2174758911132812
162,1.1817333698272705
163,1.1723482608795166
164,1.1778944730758667
165,1.1668095588684082
166,1.1602482795715332
167,1.167043685913086
168,1.0966243743896484
169,1.1001055240631104
170,1.096860408782959
171,1.1377038955688477
172,1.1366405487060547
173,1.1406455039978027
174,1.1311836242675781
175,1.1303088665008545
176,1.1334247589111328
177,1.1368035078048706
178,1.1485719680786133
179,1.1671111583709717
180,1.228318452835083
181,1.2167937755584717
182,1.214137315750122
183,1.2479058504104614
184,1.2330002784729004
185,1.2501527070999146
186,1.2144434452056885
187,1.2143919467926025
188,1.2024645805358887
189,1.1063035726547241
190,1.1165227890014648
191,1.1131477355957031
192,1.1460059881210327
193,1.1431524753570557
194,1.145249366760254
195,1.12778639793396
196,1.1236448287963867
197,1.128291130065918
198,1.1426448822021484
199,1.1493754386901855
200,1.1528267860412598
201,1.1523642539978027
202,1.156790018081665
203,1.1607410907745361
204,1.1474497318267822
205,1.1545276641845703
206,1.1607410907745361
207,1.1635688543319702
208,1.1618179082870483
209,1.1635894775390625
210,1.496999740600586
211,1.463592767715454
212,1.447218894958496
213,1.86018705368042
214,1.8788727521896362
215,1.8541316986083984
216,1.8646389245986938
217,1.87519109249115
218,1.8690694570541382
219,2.0171265602111816
220,2.0107216835021973
221,2.0337443351745605
222,2.1205928325653076
223,2.036322593688965
224,2.0055418014526367
225,2.04699969291687
226,2.002704381942749
227,1.9007436037063599
228,1.7323503494262695
229,1.743636965751648
230,1.8053081035614014
231,1.4223370552062988
232,1.369044303894043
233,1.405801773071289
234,1.636307716369629
235,1.736804485321045
236,1.7852458953857422
237,2.3225603103637695
238,2.141808032989502
239,2.221026659011841
240,2.18477201461792
241,2.2013773918151855
242,2.204724073410034
243,4.475127696990967
244,3.3538126945495605
245,3.1198198795318604
246,1.9318087100982666
247,1.9256771802902222
248,1.9160645008087158
249,1.4516472816467285
250,1.4671266078948975
251,1.4993085861206055
252,2.3205132484436035
253,2.5789151191711426
254,2.7052676677703857
255,1.345656156539917
256,1.2791223526000977
257,1.2460815906524658
258,1.1307893991470337
259,1.1382551193237305
260,1.136129379272461
261,1.1918150186538696
262,1.2329254150390625
263,1.2662487030029297
264,1.3356680870056152
265,1.3250218629837036
266,1.3367787599563599
267,1.728291392326355
268,1.7419629096984863
269,1.8221827745437622
270,1.4041204452514648
271,1.363053798675537
272,1.2968714237213135
273,3.258690595626831
274,3.0015156269073486
275,2.8464226722717285
276,2.7003328800201416
277,2.598126173019409
278,2.450565814971924
279,1.1163418292999268
280,1.116997480392456
281,1.1202900409698486
282,1.5650224685668945
283,1.5030299425125122
284,1.445871353149414
285,1.211607813835144
286,1.1985441446304321
287,1.210083246231079
288,1.2991142272949219
289,1.2729698419570923
290,1.2679662704467773
291,1.174862027168274
292,1.1784954071044922
293,1.1656885147094727
294,1.4310190677642822
295,1.6863813400268555
296,1.9212944507598877
297,1.289994239807129
298,1.339465856552124
299,1.3358526229858398
300,1.1085011959075928
301,1.109047770500183
302,1.1068999767303467
303,1.1823527812957764
304,1.2166529893875122
305,1.2584353685379028
306,1.7768988609313965
307,1.746761679649353
308,1.7147462368011475
309,1.7412399053573608
310,1.7765051126480103
311,1.7869341373443604
312,1.2296879291534424
313,1.2275710105895996
314,1.251662254333496
315,3.1790285110473633
316,3.0742552280426025
317,3.056277275085449
318,2.8439788818359375
319,2.786317825317383
320,2.5918428897857666
321,1.1213977336883545
322,1.1141526699066162
323,1.1200940608978271
324,1.3329455852508545
325,1.3180134296417236
326,1.3461062908172607
327,1.1517882347106934
328,1.1455087661743164
329,1.1589486598968506
330,1.2328605651855469
331,1.2255194187164307
332,1.2300539016723633
333,1.2880487442016602
334,1.3290965557098389
335,1.3709473609924316
336,1.3501851558685303
337,1.5869553089141846
338,1.6939928531646729
339,1.1823656558990479
340,1.1879091262817383
341,1.187637209892273
342,1.1668565273284912
343,1.1842246055603027
344,1.1845821142196655
345,1.1818315982818604
346,1.1791423559188843
347,1.1860203742980957
348,1.383549451828003
