,TTI
0,0.9700785875320435
1,0.9846951365470886
2,0.971558153629303
3,0.999718427658081
4,0.9892841577529907
5,0.9898407459259033
6,0.9821768999099731
7,0.9931739568710327
8,0.9969549179077148
9,0.9837973117828369
10,0.9910528659820557
11,0.9975085258483887
12,1.20985746383667
13,1.252190113067627
14,1.37096107006073
15,1.231249451637268
16,1.2088565826416016
17,1.1852240562438965
18,1.0037641525268555
19,0.9750269651412964
20,0.9871178865432739
21,0.9539389610290527
22,0.959038496017456
23,0.9984284043312073
24,1.0143961906433105
25,1.0377957820892334
26,1.033219337463379
27,1.0203273296356201
28,1.0235539674758911
29,1.017369031906128
30,1.014843463897705
31,1.0083808898925781
32,1.0122437477111816
33,1.024425983428955
34,1.0304148197174072
35,1.0378334522247314
36,1.0212485790252686
37,1.0213661193847656
38,1.0199898481369019
39,0.9912862777709961
40,1.0093379020690918
41,1.0075201988220215
42,0.9751403331756592
43,0.9899832010269165
44,0.9827737212181091
45,0.9923793077468872
46,0.9936739206314087
47,0.9926549196243286
48,1.0096485614776611
49,1.0110442638397217
50,1.01210355758667
51,0.9948462843894958
52,0.9924586415290833
53,0.991968035697937
54,1.0577220916748047
55,1.0580084323883057
56,1.0559751987457275
57,1.0919629335403442
58,1.0809054374694824
59,1.079209566116333
60,0.9954402446746826
61,0.9880558252334595
62,0.9910457134246826
63,0.9962576627731323
64,0.9953365325927734
65,0.9961069822311401
66,0.9992535710334778
67,1.001634955406189
68,1.0038585662841797
69,1.0011708736419678
70,1.003633737564087
71,1.005660057067871
72,0.9992535710334778
73,1.004675030708313
74,1.011598825454712
75,1.0103342533111572
76,1.0147567987442017
77,1.0214498043060303
78,1.0084600448608398
79,1.0083179473876953
80,1.019113302230835
81,1.0150933265686035
82,1.0105146169662476
83,1.0135107040405273
84,1.0392940044403076
85,1.054304838180542
86,1.055935025215149
87,1.0819066762924194
88,1.0840928554534912
89,1.0886261463165283
90,1.0779449939727783
91,1.0788002014160156
92,1.0851552486419678
93,1.0766088962554932
94,1.080257534980774
95,1.086984634399414
96,1.095742106437683
97,1.0895023345947266
98,1.094233512878418
99,1.105165719985962
100,1.0950629711151123
101,1.0946195125579834
102,1.089766025543213
103,1.086997151374817
104,1.086297869682312
105,1.0565376281738281
106,1.0439362525939941
107,1.0272756814956665
108,1.0659372806549072
109,1.0663440227508545
110,1.0756747722625732
111,1.0695621967315674
112,1.0686323642730713
113,1.0731593370437622
114,1.097076654434204
115,1.0697216987609863
116,1.0832107067108154
117,1.077559471130371
118,1.0795924663543701
119,1.0900450944900513
120,1.091308355331421
121,1.0691490173339844
122,1.0722675323486328
123,1.1036447286605835
124,1.10162353515625
125,1.105226993560791
126,1.2255662679672241
127,1.3889236450195312
128,1.5491405725479126
129,1.3084523677825928
130,1.4740285873413086
131,1.7451659440994263
132,1.2422118186950684
133,1.29961097240448
134,1.4449892044067383
135,1.3505054712295532
136,1.524609088897705
137,1.7906494140625
138,1.2181696891784668
139,1.2438428401947021
140,1.2306320667266846
141,1.2035026550292969
142,1.2454540729522705
143,1.2391505241394043
144,1.238939881324768
145,1.2662761211395264
146,1.206937313079834
147,1.0423012971878052
148,1.0484776496887207
149,1.0521605014801025
150,1.0649774074554443
151,1.07048761844635
152,1.0684587955474854
153,1.0646601915359497
154,1.0755606889724731
155,1.0739293098449707
156,1.0805842876434326
157,1.0881855487823486
158,1.0867258310317993
159,1.0987673997879028
160,1.1617352962493896
161,1.3044030666351318
162,1.0873278379440308
163,1.114016056060791
164,1.1407277584075928
165,1.0707334280014038
166,1.0554516315460205
167,1.0545752048492432
168,1.090470552444458
169,1.0895891189575195
170,1.1201626062393188
171,1.0780956745147705
172,1.0942955017089844
173,1.128568172454834
174,1.080082893371582
175,1.137558937072754
176,1.0980277061462402
177,1.0901278257369995
178,1.1221880912780762
179,1.1527464389801025
180,1.2138655185699463
181,1.1937956809997559
182,1.1899394989013672
183,1.208111047744751
184,1.1937834024429321
185,1.1928495168685913
186,1.2279250621795654
187,1.2210277318954468
188,1.2231968641281128
189,1.1269125938415527
190,1.0592570304870605
191,1.0934169292449951
192,1.1024644374847412
193,1.1096279621124268
194,1.0939702987670898
195,1.1206021308898926
196,1.0986887216567993
197,1.1022069454193115
198,1.1194863319396973
199,1.119757890701294
200,1.116228461265564
201,1.1216199398040771
202,1.1231873035430908
203,1.1234519481658936
204,1.108886957168579
205,1.1208434104919434
206,1.1141608953475952
207,1.1231529712677002
208,1.1223981380462646
209,1.1288387775421143
210,1.2397159337997437
211,1.250827431678772
212,1.3126466274261475
213,1.6084976196289062
214,1.6833385229110718
215,1.731552004814148
216,1.564062237739563
217,1.5731722116470337
218,1.5479099750518799
219,1.8657679557800293
220,1.9918760061264038
221,2.0342488288879395
222,2.0109686851501465
223,1.9360870122909546
224,1.9055958986282349
225,1.7484095096588135
226,1.8979969024658203
227,2.0695977210998535
228,1.2967586517333984
229,1.267113447189331
230,1.2209389209747314
231,1.1752662658691406
232,1.18765389919281
233,1.181552767753601
234,1.2174725532531738
235,1.27017343044281
236,1.3192565441131592
237,1.8023141622543335
238,1.6439298391342163
239,1.634911060333252
240,1.7166606187820435
241,1.734748363494873
242,1.6854112148284912
243,3.193068504333496
244,2.9336678981781006
245,2.5372507572174072
246,1.4289147853851318
247,1.4522167444229126
248,1.3965321779251099
249,1.1457490921020508
250,1.107099175453186
251,1.1221485137939453
252,2.180119037628174
253,2.1979522705078125
254,2.172416925430298
255,1.3474993705749512
256,1.394758701324463
257,1.5255281925201416
