id_sample,TTI
0,1.012444252634288
1,1.0156922686457792
2,1.0170550760783292
3,1.1543036834608704
4,1.1629875324234993
5,1.1747763580661448
6,1.1144396549889652
7,1.1236397263427433
8,1.125501982817324
9,1.1470584227787388
10,1.1540150644805367
11,1.1615958290201287
12,1.2953054095788703
13,1.3024574343395825
14,1.3160118667382337
15,1.3622220039136728
16,1.3541550757819085
17,1.3571944235607736
18,1.2160516760489568
19,1.2338284148974206
20,1.2408169393385093
21,1.0770700945605414
22,1.0872472716976804
23,1.1005555640915394
24,1.240665096068681
25,1.2531082020013642
26,1.2716385564260089
27,1.1989999857568923
28,1.196843595990043
29,1.207160562720584
30,1.1820589222909974
31,1.198387720892444
32,1.217625005498762
33,1.1738177432756611
34,1.1848776034204156
35,1.1960202415279033
36,1.1932178919340317
37,1.1948280608932929
38,1.2016506689174913
39,1.1551012640989327
40,1.1559585503531349
41,1.1609204966101785
42,1.0248869930932039
43,1.0238104706127327
44,1.0253486196718922
45,1.1114792348215161
46,1.1209048563550852
47,1.1274872599636874
48,1.1068023175407105
49,1.1110529625918335
50,1.1135041474878817
51,1.1539746535188273
52,1.1649498274838213
53,1.1763282057782551
54,1.1927178760988077
55,1.2117469886163512
56,1.230229283830994
57,1.3323584550321301
58,1.356117186427705
59,1.3752618588881702
60,1.163236376812237
61,1.1568140242534377
62,1.159766383743133
63,1.0284795993391345
64,1.0273075686951323
65,1.025826058006958
66,1.1112308490282379
67,1.112556894614307
68,1.1112312190268134
69,1.1523644226377499
70,1.1561271874164367
71,1.1553087435025537
72,1.13510893425449
73,1.146985114958706
74,1.1717759105865466
75,1.117052634672831
76,1.1257177672840841
77,1.132318434018123
78,1.1729092308811842
79,1.1752494484832656
80,1.1725130251110691
81,1.2010893145874197
82,1.2075236383640962
83,1.2164618769237874
84,1.1170999405865927
85,1.1126665490267393
86,1.1111901654839422
87,1.1696347943910914
88,1.1693623910490119
89,1.1686687143720913
90,1.1474256400485614
91,1.1461614709199575
92,1.1464037526699946
93,1.1397951092105365
94,1.1417913993849664
95,1.1464047569018527
96,1.1846678609119956
97,1.19413854771996
98,1.2014365820001736
99,1.199918731564583
100,1.2019867541120142
101,1.2050806909349483
102,1.1851837689648046
103,1.18173592485441
104,1.1814454365852165
105,1.0944744914545985
106,1.0924925258182516
107,1.0951678867215218
108,1.1259552115244116
