id_sample,TTI
0,1.01403337781756
1,1.0161153695427165
2,1.0240392967588101
3,1.1594332011735067
4,1.1784077659143242
5,1.198447396138888
6,1.1161153950102123
7,1.1217994728736702
8,1.1310637686617016
9,1.1473952681719113
10,1.174089331386326
11,1.1846810161861998
12,1.3112866598353385
13,1.3668958573698395
14,1.3957931407224233
15,1.3728855457322777
16,1.3503110186208171
17,1.416656252267825
18,1.2178491410330514
19,1.2376015015123927
20,1.2374529100529785
21,1.068520211807478
22,1.0765005973353554
23,1.0919414999441195
24,1.231783579273293
25,1.276225395397021
26,1.28463378390716
27,1.1896285082066913
28,1.1920145200350314
29,1.2018229156017757
30,1.1858476407749432
31,1.2180778404177552
32,1.2419212854871746
33,1.1776271293198703
34,1.2127428589050224
35,1.2247652245507192
36,1.2045962413985802
37,1.2056742026037488
38,1.2114010959792672
39,1.1513923554388459
40,1.146532269607756
41,1.1564036431194566
42,1.0268781913092877
43,1.0224857061798844
44,1.023238412625438
45,1.115014697645063
46,1.1285473457209898
47,1.1317690527759316
48,1.1016678315330273
49,1.1010425537849315
50,1.1034503303052112
51,1.148619301470113
52,1.1670941109703914
53,1.183910470212926
54,1.1948303195761882
55,1.227920099239255
56,1.2683284140588473
57,1.3482577709421517
58,1.379999040099185
59,1.3676991943211945
60,1.1650125726426515
61,1.1623396772501473
62,1.1650972729537497
63,1.026144446288963
64,1.0253631686899407
65,1.0236200179709893
66,1.113018846508489
67,1.1139867574090048
68,1.118649054564715
69,1.1527019329485324
70,1.156475518572866
71,1.1595143519100604
72,1.1346660753502011
73,1.165108603514923
74,1.1902274315890444
75,1.1177978891259355
76,1.123277554983252
77,1.1184332872230995
78,1.1699251531952921
79,1.1885451391537227
80,1.1733528885796853
81,1.2006376466086575
82,1.1905893041944489
83,1.1845405439807524
84,1.122426407201632
85,1.1297472634942112
86,1.1218665386835847
87,1.170921545689509
88,1.1743842397884288
89,1.1728648971717595
90,1.1460201430993568
91,1.1502023731266013
92,1.14994254204288
93,1.1432693722261762
94,1.151356414184598
95,1.1531046187426977
96,1.1959841726494167
97,1.2093648587292785
98,1.244145221409842
99,1.2089321062555571
100,1.2159743240653154
101,1.2138532966699493
102,1.183222871973642
103,1.1869236487113202
104,1.1728428035908607
105,1.1000328788582403
106,1.0979462884258926
107,1.0998265150690443
108,1.1261855154282083
109,1.1245201479547071
110,1.132778603740839
111,1.1138300560974512
112,1.1137151631119673
113,1.118754534081823
114,1.1751606089238564
115,1.171612872075577
116,1.1785410464589874
117,1.128124984176078
118,1.1386073941363022
119,1.1453811111261731
120,1.1639041473551734
121,1.1672479094128467
122,1.1762441439265725
123,1.1700714576225302
124,1.1732116196406035
125,1.168574953609327
126,1.146408429053211
127,1.161436375816405
128,1.1464529671299064
129,1.167619798483113
130,1.1752129905400193
131,1.1716959127536726
132,1.1806836906790101
133,1.19565081756232
134,1.1961661721684926
135,1.2045480895037717
136,1.2096524413673748
137,1.2276829265200864
138,1.1967674168869722
139,1.1925787022197996
140,1.199801634357701
141,1.2122396975948124
142,1.2029881275080094
143,1.209605630275745
144,1.1937032176271902
145,1.1893324685911653
146,1.1887635628758098
147,1.0963983001855278
148,1.085347369743
