timestamp,TTI,car_count,speed
1575130200.0,1.33787,394.0,28.671
1575130800.0,1.14284,309.0,33.5637
1575131400.0,1.21175,111.0,31.6549
1575132000.0,1.17287,52.0,32.7045
1575132600.0,1.05758,65.0,36.2697
1575133200.0,0.995055,21.0,38.5486
1575133800.0,0.965575,33.0,39.7255
1575134400.0,1.07547,17.0,35.6664
1575135000.0,1.06156,27.0,36.1337
1575135600.0,0.960132,7.0,39.9507
1575136200.0,0.94576,9.0,40.1222
1575136800.0,0.989319,80.0,38.7721
1575137400.0,1.06738,10.0,35.9366
1575138000.0,0.967595,11.0,39.6418
1575138600.0,1.00205,3.0,38.2794
1575139200.0,0.914904,31.0,41.9521
1575139800.0,0.8759239999999999,46.0,43.7072
1575140400.0,0.977063,27.0,39.2584
1575141000.0,1.05512,2.0,36.3541
1575141600.0,1.45519,12.0,26.5787
1575142200.0,1.30636,30.0,29.3625
1575142800.0,1.17659,16.0,32.2253
1575143400.0,1.1276700000000002,1.0,34.0151
1575144000.0,1.03974,28.0,37.4515
1575144600.0,0.968008,2.0,40.5101
1575145200.0,0.898077,36.0,44.793
1575145800.0,0.8659819999999999,8.0,45.0929
1575146400.0,0.883783,52.0,43.4043
1575147000.0,1.03665,158.0,37.0704
1575147600.0,1.25993,51.0,30.4465
1575148200.0,1.03081,155.0,37.1354
1575148800.0,1.01122,142.0,37.8865
1575149400.0,1.18484,397.0,32.3739
1575150000.0,1.14219,495.0,33.5827
1575150600.0,1.3176,464.0,29.1121
1575151200.0,1.2889700000000002,1028.0,29.7587
1575151800.0,1.49876,1153.0,25.5932
1575152400.0,1.6150799999999998,1917.0,23.7499
1575153000.0,1.63568,1795.0,23.4508
1575153600.0,1.6578099999999998,1573.0,23.1378
1575154200.0,1.56404,1364.0,24.5249
1575154800.0,1.57922,1167.0,24.2892
1575155400.0,1.4622,1219.0,26.233
1575156000.0,1.34863,943.0,28.4422
1575156600.0,1.51856,1300.0,25.2594
1575157200.0,1.61116,1387.0,23.8077
1575157800.0,1.45582,1316.0,26.3481
1575158400.0,1.49576,1049.0,25.6444
1575159000.0,1.4509,1316.0,26.4374
1575159600.0,1.4489,1098.0,26.4739
1575160200.0,1.44212,1144.0,26.5983
1575160800.0,1.4254,993.0,26.9104
1575161400.0,1.38551,1052.0,27.6851
1575162000.0,1.37195,1223.0,27.9588
1575162600.0,1.46696,1281.0,26.148000000000003
1575163200.0,1.50408,1345.0,25.5026
1575163800.0,1.53976,1446.0,24.9116
1575164400.0,1.7980200000000002,1659.0,21.3334
1575165000.0,1.65257,1925.0,23.2111
1575165600.0,1.461,2131.0,26.2546
1575166200.0,1.53093,2066.0,25.0553
1575166800.0,1.56945,2246.0,24.4404
1575167400.0,1.61693,2062.0,23.7227
1575168000.0,1.69363,2947.0,22.6484
1575168600.0,1.87127,2100.0,20.4983
1575169200.0,1.7458,2083.0,21.9715
1575169800.0,1.8331,2692.0,20.9252
1575170400.0,1.8111,2331.0,21.1794
1575171000.0,1.7064099999999998,2802.0,22.4787
1575171600.0,1.9466900000000005,2631.0,19.7042
1575172200.0,1.83675,2552.0,20.8837
1575172800.0,1.68927,2337.0,22.7068
1575173400.0,1.65599,2508.0,23.1632
1575174000.0,1.8881,3252.0,20.3157
1575174600.0,1.84392,3240.0,20.8024
1575175200.0,2.74417,2866.0,13.978
1575175800.0,2.10643,2627.0,18.2099
1575176400.0,1.7037099999999998,2333.0,22.5144
1575177000.0,1.58469,2406.0,24.2053
1575177600.0,1.63639,3376.0,23.4407
1575178200.0,1.93045,3886.0,19.87
1575178800.0,1.85204,3784.0,20.7112
1575179400.0,2.15889,4009.0,17.7674
1575180000.0,2.08513,3249.0,18.396
1575180600.0,2.2589200000000003,3665.0,16.9807
1575181200.0,2.40695,3347.0,15.9364
1575181800.0,2.45336,4108.0,15.6349
1575182400.0,2.5621400000000003,4279.0,14.9711
1575183000.0,2.56325,7036.0,14.9646
1575183600.0,2.84517,6365.0,13.4818
1575184200.0,2.71902,4306.0,14.1073
1575184800.0,2.34555,5513.0,16.3535
1575185400.0,2.54202,5795.0,15.0896
1575186000.0,3.17075,3971.0,12.0974
1575186600.0,2.6487,3938.0,14.4818
1575187200.0,2.43907,4816.0,15.7264
1575187800.0,2.42015,4752.0,15.8494
1575188400.0,2.34163,4313.0,16.3808
1575189000.0,2.06692,4561.0,18.558
1575189600.0,2.31892,4430.0,16.7757
1575190200.0,2.20554,3056.0,18.2084
1575190800.0,1.89912,3897.0,21.1463
1575191400.0,1.98617,3991.0,20.2195
1575192000.0,1.92942,3709.0,20.8142
1575192600.0,1.86811,3582.0,21.4973
1575193200.0,1.80374,2756.0,22.2645
1575193800.0,1.82237,3022.0,22.0368
1575194400.0,1.85107,3495.0,21.6953
1575195000.0,1.98342,3531.0,20.2475
1575195600.0,2.0615900000000003,4463.0,19.4798
1575196200.0,1.95346,2946.0,20.5581
1575196800.0,1.8553,3415.0,21.6457
1575197400.0,2.31702,3328.0,17.3323
1575198000.0,2.02504,2832.0,19.8314
1575198600.0,2.26427,2069.0,17.7361
1575199200.0,2.1760900000000003,1789.0,18.4549
1575199800.0,1.91353,1390.0,20.987
1575200400.0,1.88139,1126.0,21.3456
1575201000.0,1.77896,1237.0,22.5746
1575201600.0,1.67277,882.0,24.0078
1575202200.0,1.72555,1002.0,23.2734
1575202800.0,1.6407599999999998,1944.0,24.4761
1575203400.0,1.73167,1971.0,23.1911
1575204000.0,1.95982,2020.0,20.4914
1575204600.0,1.88207,2767.0,21.3378
1575205200.0,2.4933,2670.0,16.1069
1575205800.0,1.85273,1763.0,21.6757
1575206400.0,2.0062900000000004,1133.0,20.0167
1575207000.0,1.70765,1700.0,23.5173
1575207600.0,1.68006,1998.0,23.9035
1575208200.0,1.77857,2059.0,22.5796
1575208800.0,1.57135,2636.0,25.5572
1575209400.0,1.7542099999999998,1695.0,22.8931
1575210000.0,1.74855,1274.0,22.9673
1575210600.0,1.6580099999999998,1008.0,24.2214
1575211200.0,1.63207,2730.0,24.6064
1575211800.0,1.91416,3041.0,20.9801
1575212400.0,2.50557,3392.0,16.028
1575213000.0,2.64327,2347.0,15.1931
1575213600.0,2.78194,1887.0,14.4358
1575214200.0,1.74752,1824.0,22.9808
1575214800.0,1.71193,1946.0,23.4585
1575215400.0,1.65329,1332.0,24.2905
1575216000.0,1.58571,208.0,25.3257
1575216600.0,1.42123,102.0,28.2568
1575217200.0,1.36646,133.0,29.3893
1575217800.0,1.44085,105.0,27.8721
1575218400.0,1.28454,96.0,31.2635
1575219000.0,1.20642,15.0,33.2882
1575219600.0,1.14216,28.0,35.1607
1575220200.0,1.14334,56.0,35.1246
1575220800.0,1.07345,1.0,37.4757
1575221400.0,0.956192,18.0,41.9993
1575222000.0,1.16901,9.0,34.3534
1575222600.0,1.06802,2.0,37.5471
1575223200.0,1.36715,36.0,29.3744
1575223800.0,1.10851,15.0,36.2283
1575224400.0,1.22906,46.0,32.6847
1575225000.0,1.16245,2.0,34.5471
1575225600.0,1.04515,9.0,38.4328
1575226200.0,0.933716,5.0,43.0102
1575226800.0,0.899084,1.0,44.6961
1575227400.0,0.794235,7.0,49.7212
