timestamp,TTI,car_count,speed
1575129600.0,2.3069900000000003,37.0,29.9492
1575130200.0,2.18071,34.0,31.6835
1575130800.0,1.6709900000000002,40.0,41.3482
1575131400.0,1.09798,19.0,62.9268
1575132000.0,1.08509,11.0,63.6743
1575132600.0,1.0772,28.0,64.1411
1575133200.0,1.06033,31.0,65.1615
1575133800.0,1.07297,26.0,64.3939
1575134400.0,1.04611,21.0,66.0471
1575135000.0,1.04891,21.0,65.8709
1575135600.0,1.04938,12.0,65.8411
1575136200.0,1.03509,15.0,66.75
1575136800.0,1.03479,10.0,66.7694
1575137400.0,1.04696,13.0,65.9933
1575138000.0,1.04574,8.0,66.0708
1575138600.0,1.03713,4.0,66.6191
1575139200.0,1.00649,21.0,68.6472
1575139800.0,1.00168,5.0,68.9769
1575140400.0,1.02686,9.0,67.2854
1575141000.0,1.03335,7.0,66.8626
1575141600.0,1.01685,12.0,67.9474
1575142200.0,1.01817,6.0,67.8593
1575142800.0,1.00779,5.0,68.5584
1575143400.0,1.01229,2.0,68.2536
1575144000.0,1.0727,5.0,64.4097
1575144600.0,1.04265,1.0,66.2665
1575145200.0,1.0385799999999998,5.0,66.5259
1575145800.0,1.01538,7.0,68.046
1575146400.0,0.991661,3.0,69.6736
1575147000.0,1.03518,6.0,66.7447
1575147600.0,1.01289,8.0,68.2135
1575148200.0,1.00078,11.0,69.0388
1575148800.0,1.01662,8.0,67.9633
1575149400.0,1.01273,10.0,68.2241
1575150000.0,1.01491,12.0,68.0867
1575150600.0,0.998561,40.0,69.1921
1575151200.0,1.0095,40.0,68.4422
1575151800.0,1.02987,52.0,67.0889
1575152400.0,1.01407,56.0,68.1337
1575153000.0,1.00835,41.0,68.5203
1575153600.0,1.01921,33.0,67.7905
1575154200.0,1.0048,47.0,68.7621
1575154800.0,1.01987,41.0,67.7462
1575155400.0,1.00471,40.0,68.7688
1575156000.0,1.02574,49.0,67.359
1575156600.0,1.02472,50.0,67.4258
1575157200.0,1.04127,44.0,66.3539
1575157800.0,1.02393,27.0,67.47800000000001
1575158400.0,1.0213299999999998,57.0,67.6498
1575159000.0,1.0347,46.0,66.7758
1575159600.0,1.04915,44.0,65.8555
1575160200.0,1.05175,49.0,65.6927
1575160800.0,1.06504,29.0,64.8735
1575161400.0,1.06746,54.0,64.7264
1575162000.0,1.04919,37.0,65.8535
1575162600.0,1.0607,53.0,65.1383
1575163200.0,1.07035,56.0,64.5513
1575163800.0,1.08358,58.0,63.7633
1575164400.0,1.09751,35.0,62.9538
1575165000.0,1.12769,57.0,61.2693
1575165600.0,1.10549,37.0,62.4995
1575166200.0,1.11963,48.0,61.7101
1575166800.0,1.13278,33.0,60.9937
1575167400.0,1.13217,62.0,61.0267
1575168000.0,1.14619,45.0,60.2802
1575168600.0,1.14623,21.0,60.2782
1575169200.0,1.14159,73.0,60.5229
1575169800.0,1.15135,54.0,60.0101
1575170400.0,1.21514,42.0,56.8596
1575171000.0,1.21734,40.0,56.757
1575171600.0,1.13342,61.0,60.9596
1575172200.0,1.1673,52.0,59.1898
1575172800.0,1.18679,43.0,58.2178
1575173400.0,1.17023,36.0,59.0417
1575174000.0,1.13321,55.0,60.9708
1575174600.0,1.09388,50.0,63.1626
1575175200.0,1.12592,40.0,61.3652
1575175800.0,1.14822,48.0,60.1737
1575176400.0,1.12917,60.0,61.18899999999999
1575177000.0,1.1012,51.0,62.7428
1575177600.0,1.12795,48.0,61.2551
1575178200.0,1.15429,64.0,59.857
1575178800.0,1.2254,58.0,56.3837
1575179400.0,1.25355,93.0,55.1175
1575180000.0,1.2328,42.0,56.0454
1575180600.0,1.21501,78.0,56.8658
1575181200.0,1.26211,69.0,54.7437
1575181800.0,1.39883,98.0,49.393
1575182400.0,1.55787,55.0,44.3505
1575183000.0,1.59208,55.0,43.3976
1575183600.0,1.48101,50.0,46.6522
1575184200.0,1.3362,60.0,51.7083
