,timestamp,TTI,car_count,speed
0,1546272600.0,0.9436450000000001,554.0,48.9623
1,1546273200.0,0.9466959999999999,413.0,48.8045
2,1546273800.0,0.967945,246.0,47.7331
3,1546274400.0,0.959714,384.0,48.1425
4,1546275000.0,0.949151,552.0,48.6783
5,1546275600.0,0.944274,432.0,48.9297
6,1546276200.0,0.923251,297.0,50.0439
7,1546276800.0,0.9077200000000001,365.0,50.8764
8,1546277400.0,0.922105,255.0,50.1061
9,1546278000.0,0.9033110000000001,300.0,51.1486
10,1546278600.0,0.9059450000000001,244.0,50.9998
11,1546279200.0,0.9102100000000001,287.0,50.4905
12,1546279800.0,0.921557,373.0,49.4373
13,1546280400.0,0.9391729999999999,268.0,49.1955
14,1546281000.0,0.9322950000000001,190.0,49.5584
15,1546281600.0,0.911334,218.0,49.4564
16,1546282200.0,0.9220790000000001,161.0,49.2342
17,1546282800.0,0.955428,93.0,47.9535
18,1546283400.0,0.9179149999999999,185.0,47.6025
19,1546284000.0,0.934423,132.0,47.3786
20,1546284600.0,0.924415,149.0,49.6736
21,1546285200.0,0.8982190000000001,173.0,49.99100000000001
22,1546285800.0,0.9901129999999999,225.0,45.9225
23,1546286400.0,0.9482309999999999,226.0,48.7255
24,1546287000.0,0.903963,75.0,49.611000000000004
25,1546287600.0,0.886804,54.0,49.0113
26,1546288200.0,0.966205,75.0,45.6519
27,1546288800.0,0.9567950000000001,95.0,45.5015
28,1546289400.0,0.9466979999999999,70.0,46.4974
29,1546290000.0,0.903668,121.0,49.0033
30,1546290600.0,0.9368700000000001,251.0,49.2469
31,1546291200.0,0.895287,120.0,48.6516
32,1546291800.0,0.8913610000000001,443.0,49.6665
33,1546292400.0,0.955849,586.0,48.1553
34,1546293000.0,0.910169,531.0,50.7632
35,1546293600.0,0.956202,906.0,48.0672
36,1546294200.0,0.9273129999999999,1379.0,49.5647
37,1546294800.0,0.954633,1634.0,48.3987
38,1546295400.0,0.948994,1197.0,48.6864
39,1546296000.0,0.934451,1256.0,49.4441
40,1546296600.0,0.94594,1034.0,48.8435
41,1546297200.0,0.9413739999999999,1543.0,48.5537
42,1546297800.0,0.9453590000000001,1168.0,48.8736
43,1546298400.0,0.919908,1556.0,49.9637
44,1546299000.0,0.932099,1280.0,49.3102
45,1546299600.0,0.949132,1952.0,48.6793
46,1546300200.0,0.9813350000000001,2093.0,47.0819
47,1546300800.0,0.9658969999999999,1682.0,47.8343
48,1546301400.0,0.963758,1611.0,47.6904
49,1546302000.0,0.9710290000000001,1603.0,47.5815
50,1546302600.0,0.9708040000000001,1978.0,47.5925
51,1546303200.0,0.993748,1776.0,46.4937
52,1546303800.0,0.9902290000000001,2464.0,46.659
53,1546304400.0,0.983677,1658.0,46.9697
54,1546305000.0,0.984964,1916.0,46.9083
55,1546305600.0,1.01125,2419.0,45.6889
56,1546306200.0,0.997883,2359.0,46.3011
57,1546306800.0,1.00676,2490.0,45.8927
58,1546307400.0,1.01736,2207.0,45.4147
59,1546308000.0,1.0318200000000002,2976.0,44.7781
60,1546308600.0,0.9932489999999999,2832.0,46.5171
61,1546309200.0,1.01406,2243.0,45.5623
62,1546309800.0,1.00194,2568.0,46.1137
63,1546310400.0,1.0147899999999999,2266.0,45.5295
64,1546311000.0,1.01344,2506.0,45.5903
65,1546311600.0,1.02354,3097.0,45.1404
66,1546312200.0,1.08535,3490.0,42.5699
67,1546312800.0,1.12426,2929.0,41.0964
