,timestamp,TTI,car_count,speed
0,1546272600.0,1.29453,49.0,31.2567
1,1546273200.0,1.063,70.0,38.0045
2,1546273800.0,1.0023600000000001,122.0,40.2477
3,1546274400.0,1.1061,137.0,36.473
4,1546275000.0,1.05255,140.0,38.3286
5,1546275600.0,1.02421,84.0,39.3894
6,1546276200.0,0.972384,43.0,41.4887
7,1546276800.0,0.9807370000000001,35.0,41.3744
8,1546277400.0,1.0468899999999999,33.0,38.5281
9,1546278000.0,0.9781290000000001,27.0,41.5095
10,1546278600.0,0.9830979999999999,26.0,41.3007
11,1546279200.0,0.909475,39.0,44.4797
12,1546279800.0,0.881552,7.0,45.8909
13,1546280400.0,0.888518,1.0,45.583999999999996
14,1546281000.0,0.813322,4.0,48.8984
15,1546281600.0,0.91846,51.0,43.1086
16,1546282200.0,0.833276,5.0,50.3067
17,1546282800.0,0.8621690000000001,1.0,42.0
18,1546283400.0,1.0679299999999998,20.0,40.1686
19,1546284000.0,0.9403520000000001,11.0,43.3289
20,1546284600.0,0.818956,9.0,49.1375
21,1546285200.0,0.999455,2.0,41.1252
22,1546285800.0,1.18794,13.0,35.8071
23,1546286400.0,0.813732,34.0,44.5
24,1546287000.0,1.13562,29.0,37.391
25,1546287600.0,1.15146,1.0,35.4119
26,1546288200.0,1.04769,12.0,39.619
27,1546288800.0,0.78379,23.0,46.2
28,1546289400.0,0.9191969999999999,32.0,39.3942
29,1546290000.0,0.942328,6.0,43.4019
30,1546290600.0,0.971174,33.0,41.6122
31,1546291200.0,0.9620049999999999,53.0,41.5456
32,1546291800.0,0.950944,29.0,42.431999999999995
33,1546292400.0,1.04245,82.0,38.7354
34,1546293000.0,1.04639,183.0,38.5544
35,1546293600.0,1.04772,151.0,38.5185
36,1546294200.0,1.15435,276.0,34.9485
37,1546294800.0,1.10495,346.0,36.510999999999996
38,1546295400.0,1.05515,269.0,38.2343
39,1546296000.0,1.2099,403.0,33.3439
40,1546296600.0,1.12622,335.0,35.8214
41,1546297200.0,1.2300200000000001,315.0,32.7985
42,1546297800.0,1.16846,359.0,34.5264
43,1546298400.0,1.1991,506.0,33.6445
44,1546299000.0,1.19937,392.0,33.6369
45,1546299600.0,1.2461,351.0,32.3754
46,1546300200.0,1.14689,495.0,35.176
47,1546300800.0,1.21458,610.0,33.2156
48,1546301400.0,1.15678,664.0,34.8753
49,1546302000.0,1.2010299999999998,624.0,33.5903
50,1546302600.0,1.2675100000000001,459.0,31.8283
51,1546303200.0,1.23127,401.0,32.7651
52,1546303800.0,1.29914,730.0,31.0536
53,1546304400.0,1.22579,479.0,32.9118
54,1546305000.0,1.29843,630.0,31.0706
55,1546305600.0,1.27007,524.0,31.7642
56,1546306200.0,1.2949700000000002,681.0,31.1536
57,1546306800.0,1.32514,596.0,30.4443
58,1546307400.0,1.30572,719.0,30.897
59,1546308000.0,1.29484,732.0,31.1567
60,1546308600.0,1.37363,466.0,29.3696
61,1546309200.0,1.41608,921.0,28.4892
62,1546309800.0,1.41042,1275.0,28.6035
63,1546310400.0,1.7389400000000002,999.0,23.1997
64,1546311000.0,1.67537,1007.0,24.08
65,1546311600.0,1.62838,818.0,24.7496
66,1546312200.0,1.60406,882.0,25.1505
67,1546312800.0,1.62543,1226.0,24.8199
68,1546313400.0,1.49797,1277.0,26.9317
69,1546314000.0,1.72375,866.0,23.4042
70,1546314600.0,1.6779,1214.0,24.0255
71,1546315200.0,1.67855,1301.0,24.0344
72,1546315800.0,1.7176099999999999,2108.0,23.4235
73,1546316400.0,1.60699,2020.0,25.1046
74,1546317000.0,2.6695,1471.0,15.1125
75,1546317600.0,1.78483,993.0,22.6032
76,1546318200.0,1.53789,1263.0,26.2327
77,1546318800.0,1.4225,1819.0,28.3606
78,1546319400.0,2.33466,2267.0,17.28
79,1546320000.0,6.75427,2155.0,6.0090900000000005
80,1546320600.0,10.3284,2324.0,3.9296599999999997
81,1546321200.0,5.9198,2641.0,6.856139999999999
82,1546321800.0,9.82193,1834.0,4.10743
83,1546322400.0,8.2165,2198.0,4.9396900000000015
84,1546323000.0,6.83565,3330.0,5.90184
85,1546323600.0,3.55114,2999.0,11.3606
86,1546324200.0,3.13164,3541.0,12.8824
87,1546324800.0,3.4826599999999996,2628.0,11.5839
88,1546325400.0,3.6217099999999998,2302.0,11.1392
89,1546326000.0,2.98483,2526.0,13.515999999999998
90,1546326600.0,1.9799900000000001,2301.0,20.3753
91,1546327200.0,1.74978,1836.0,23.1956
92,1546327800.0,1.6252799999999998,2342.0,24.8221
93,1546328400.0,2.15348,2488.0,18.7338
94,1546329000.0,3.02828,1292.0,13.322000000000001
95,1546329600.0,1.9388900000000002,1686.0,20.8072
96,1546330200.0,1.83535,2280.0,21.9811
97,1546330800.0,2.39427,2833.0,16.8498
98,1546331400.0,3.3163300000000002,2806.0,12.1649
99,1546332000.0,4.32215,2679.0,9.33399
100,1546332600.0,2.37182,2134.0,17.0092
101,1546333200.0,2.10478,1726.0,19.1673
102,1546333800.0,1.6251,1578.0,24.8249
103,1546334400.0,1.31067,1520.0,30.7803
104,1546335000.0,1.3413700000000002,1351.0,30.0758
105,1546335600.0,1.30134,1091.0,31.0009
106,1546336200.0,1.23383,925.0,32.6973
107,1546336800.0,1.25587,1029.0,32.1235
108,1546337400.0,1.29369,900.0,31.1844
109,1546338000.0,1.32897,830.0,30.3564
110,1546338600.0,1.26339,677.0,31.9324
111,1546339200.0,1.26593,678.0,31.8682
112,1546339800.0,1.26593,845.0,31.8682
113,1546340400.0,1.36901,1479.0,29.4686
114,1546341000.0,1.41035,1445.0,28.6049
115,1546341600.0,1.5337,1580.0,26.2784
116,1546342200.0,2.2985900000000004,1928.0,17.5512
117,1546342800.0,2.89019,1191.0,13.9585
118,1546343400.0,1.42777,1341.0,28.2245
119,1546344000.0,1.4796200000000002,1240.0,27.2517
120,1546344600.0,1.2783200000000001,593.0,31.57
121,1546345200.0,1.32541,632.0,30.4485
122,1546345800.0,1.22025,819.0,33.0611
123,1546346400.0,1.3013299999999999,918.0,31.0012
124,1546347000.0,1.33874,1096.0,30.1349
125,1546347600.0,1.4081,1400.0,28.6506
126,1546348200.0,1.13509,961.0,35.5415
127,1546348800.0,1.3167799999999998,1107.0,30.6376
128,1546349400.0,1.31841,665.0,30.5997
129,1546350000.0,1.33856,843.0,30.139
130,1546350600.0,1.38524,1206.0,29.1235
131,1546351200.0,1.33065,783.0,30.3183
132,1546351800.0,1.24365,711.0,32.439
133,1546352400.0,1.33867,745.0,30.1367
134,1546353000.0,1.32902,698.0,30.3554
135,1546353600.0,1.2876,829.0,31.331999999999997
136,1546354200.0,1.66125,1155.0,24.3121
137,1546354800.0,1.40924,599.0,28.6274
138,1546355400.0,1.21938,1021.0,33.0847
139,1546356000.0,1.37877,1044.0,29.2601
140,1546356600.0,1.42603,1008.0,28.2903
141,1546357200.0,1.27957,1014.0,31.5285
142,1546357800.0,1.36392,1457.0,29.5787
143,1546358400.0,1.3644,588.0,29.5682
144,1546359000.0,1.2341799999999998,305.0,32.6881
145,1546359600.0,1.1314799999999998,138.0,35.6793
146,1546360200.0,1.13286,131.0,35.6116
147,1546360800.0,1.0823,306.0,37.2753
148,1546361400.0,1.20662,122.0,33.4345
149,1546362000.0,1.04944,40.0,38.4422
150,1546362600.0,1.0787,75.0,37.4123
151,1546363200.0,0.9885709999999999,21.0,40.9262
152,1546363800.0,1.0882399999999999,16.0,37.2668
153,1546364400.0,1.17259,1.0,34.6273
154,1546365000.0,1.02718,9.0,39.9314
155,1546365600.0,0.990792,25.0,39.8555
156,1546366200.0,0.991302,2.0,40.9179
157,1546366800.0,0.883019,25.0,45.6695
158,1546367400.0,1.1255,5.0,32.169000000000004
159,1546368000.0,0.8577950000000001,19.0,42.2142
