,timestamp,TTI,car_count,speed
0,1546272600.0,1.11199,53.0,45.8045
1,1546273200.0,1.1356,296.0,44.8656
2,1546273800.0,1.0855,186.0,46.9222
3,1546274400.0,1.06426,151.0,47.8729
4,1546275000.0,1.05948,77.0,48.0852
5,1546275600.0,1.08492,132.0,46.9254
6,1546276200.0,1.05013,100.0,48.516999999999996
7,1546276800.0,1.11269,75.0,45.7894
8,1546277400.0,1.15288,39.0,44.1929
9,1546278000.0,1.08807,109.0,46.9747
10,1546278600.0,1.02257,108.0,49.8248
11,1546279200.0,1.00624,103.0,50.6294
12,1546279800.0,1.0441200000000002,64.0,48.7925
13,1546280400.0,1.0018200000000002,76.0,50.8582
14,1546281000.0,1.04732,48.0,49.3271
15,1546281600.0,1.0212700000000001,61.0,49.4402
16,1546282200.0,1.0115,135.0,50.3615
17,1546282800.0,1.0701200000000002,31.0,47.6198
18,1546283400.0,1.10061,33.0,46.379
19,1546284000.0,1.08204,34.0,47.092
20,1546284600.0,1.01614,41.0,50.1601
21,1546285200.0,1.01498,74.0,50.2552
22,1546285800.0,1.00403,44.0,51.1206
23,1546286400.0,1.06495,26.0,47.6376
24,1546287000.0,1.12274,45.0,45.5276
25,1546287600.0,1.0537100000000001,24.0,48.2926
26,1546288200.0,1.06924,5.0,48.3022
27,1546288800.0,1.07633,50.0,47.5087
28,1546289400.0,1.01665,43.0,51.1025
29,1546290000.0,1.0698299999999998,41.0,48.2638
30,1546290600.0,0.993793,14.0,51.2432
31,1546291200.0,1.08955,2.0,46.6163
32,1546291800.0,0.971834,46.0,49.2363
33,1546292400.0,1.01179,40.0,50.3335
34,1546293000.0,1.09909,79.0,46.2908
35,1546293600.0,0.9889129999999999,45.0,51.4329
36,1546294200.0,0.990591,115.0,51.4041
37,1546294800.0,1.07218,76.0,47.6323
38,1546295400.0,1.0505,106.0,48.1076
39,1546296000.0,1.0470899999999999,147.0,48.3986
40,1546296600.0,1.05914,105.0,48.1044
41,1546297200.0,1.05446,72.0,48.3122
42,1546297800.0,1.0174299999999998,124.0,50.0799
43,1546298400.0,1.02426,172.0,49.8124
44,1546299000.0,1.06765,95.0,47.8447
45,1546299600.0,1.0502,228.0,48.7245
46,1546300200.0,1.0326899999999999,198.0,49.3204
47,1546300800.0,0.9981780000000001,213.0,51.0632
