,timestamp,TTI,car_count,speed
0,1546272600.0,1.28234,260.0,31.6538
1,1546273200.0,1.24146,161.0,32.714
2,1546273800.0,1.23084,318.0,33.0997
3,1546274400.0,1.2409700000000001,169.0,32.7091
4,1546275000.0,1.28661,284.0,31.5489
5,1546275600.0,1.17224,188.0,34.626999999999995
6,1546276200.0,1.13869,100.0,35.6469
7,1546276800.0,1.14206,91.0,35.5418
8,1546277400.0,1.11966,97.0,36.3921
9,1546278000.0,1.1862,40.0,34.2193
10,1546278600.0,1.10048,22.0,36.8849
11,1546279200.0,1.02595,27.0,39.5489
12,1546279800.0,1.06385,34.0,38.1547
13,1546280400.0,1.06865,14.0,37.9833
14,1546281000.0,1.05775,26.0,38.3749
15,1546281600.0,1.0839,35.0,37.4491
16,1546282200.0,0.9645469999999999,29.0,42.0829
17,1546282800.0,1.0459399999999999,19.0,38.8755
18,1546283400.0,1.05282,8.0,38.9411
19,1546284000.0,1.14384,26.0,35.841
20,1546284600.0,1.0948200000000001,6.0,37.1687
21,1546285200.0,1.12286,9.0,36.2004
22,1546285800.0,1.5618,12.0,26.0692
23,1546286400.0,1.8938400000000002,23.0,21.601999999999997
24,1546287000.0,1.24266,11.0,32.6915
25,1546287600.0,1.0660399999999999,5.0,38.2817
26,1546288200.0,0.973843,25.0,41.8094
27,1546288800.0,1.08026,9.0,37.6847
28,1546289400.0,1.09018,65.0,34.8238
29,1546290000.0,1.14153,32.0,35.3793
30,1546290600.0,1.12877,70.0,36.0908
31,1546291200.0,1.02985,26.0,39.5484
32,1546291800.0,1.05988,222.0,38.3445
33,1546292400.0,1.27934,210.0,31.8372
34,1546293000.0,1.26071,317.0,32.1968
35,1546293600.0,1.29053,530.0,31.4529
36,1546294200.0,1.18287,642.0,34.3155
37,1546294800.0,1.37076,931.0,29.612
38,1546295400.0,1.2686600000000001,805.0,31.9951
39,1546296000.0,1.28401,822.0,31.6127
40,1546296600.0,1.3329600000000001,674.0,30.4518
41,1546297200.0,1.26453,885.0,32.0995
42,1546297800.0,1.33701,868.0,30.3594
43,1546298400.0,1.3250899999999999,1359.0,30.6326
44,1546299000.0,1.34523,892.0,30.174
45,1546299600.0,1.29383,1467.0,31.3823
46,1546300200.0,1.30322,1546.0,31.1466
47,1546300800.0,1.33722,1389.0,30.3547
48,1546301400.0,1.29488,1355.0,31.335
49,1546302000.0,1.33578,1187.0,30.3876
50,1546302600.0,1.31578,1322.0,30.859
51,1546303200.0,1.34751,1206.0,30.1417
52,1546303800.0,1.37666,1537.0,29.4851
53,1546304400.0,1.41415,1147.0,28.7035
54,1546305000.0,1.74584,1536.0,23.2501
55,1546305600.0,1.57128,1877.0,25.8331
56,1546306200.0,1.39715,1874.0,29.0528
57,1546306800.0,1.4186,1627.0,28.6023
58,1546307400.0,1.41801,1208.0,28.634
59,1546308000.0,1.6902,1613.0,24.0154
60,1546308600.0,1.51891,1417.0,26.732
61,1546309200.0,1.42025,1530.0,28.589000000000002
62,1546309800.0,1.4326299999999998,2138.0,28.3418
63,1546310400.0,1.6443599999999998,1937.0,24.685
64,1546311000.0,1.46298,1653.0,27.7455
65,1546311600.0,1.6264100000000001,1670.0,24.9574
66,1546312200.0,1.38919,1912.0,29.2192
67,1546312800.0,1.72605,1804.0,23.4984
68,1546313400.0,1.37381,2288.0,29.5463
69,1546314000.0,1.3060399999999999,2515.0,31.0794
70,1546314600.0,1.3518700000000001,2439.0,30.0258
71,1546315200.0,1.52159,2464.0,26.6746
72,1546315800.0,1.6018,3120.0,25.3486
73,1546316400.0,1.55046,2851.0,26.1697
74,1546317000.0,1.58111,2141.0,25.6725
75,1546317600.0,1.6134600000000001,2366.0,25.1479
76,1546318200.0,1.4779200000000001,2685.0,27.465
77,1546318800.0,1.3899700000000001,3262.0,29.2028
78,1546319400.0,2.15055,3973.0,18.8747
79,1546320000.0,1.75258,5415.0,23.1608
80,1546320600.0,1.90097,5398.0,21.3361
81,1546321200.0,2.5553,5444.0,15.8726
82,1546321800.0,2.2685,4467.0,17.8933
83,1546322400.0,4.12631,3326.0,9.83332
84,1546323000.0,1.5913899999999999,5098.0,25.5066
85,1546323600.0,1.43632,4346.0,28.3197
86,1546324200.0,1.7736599999999998,4209.0,22.8854
87,1546324800.0,1.35275,3550.0,30.0062
88,1546325400.0,1.52321,2923.0,26.6484
89,1546326000.0,1.45261,4107.0,27.9435
90,1546326600.0,1.64133,3806.0,24.7306
91,1546327200.0,1.9545400000000002,2658.0,20.7675
92,1546327800.0,1.50738,3278.0,26.9281
93,1546328400.0,1.5389,3518.0,26.3766
94,1546329000.0,1.38524,2799.0,29.3024
95,1546329600.0,1.40429,2593.0,28.9049
96,1546330200.0,1.50553,2545.0,26.9612
97,1546330800.0,1.66622,3583.0,24.3611
98,1546331400.0,1.9749700000000001,3667.0,20.5527
99,1546332000.0,1.91893,2980.0,21.1529
100,1546332600.0,1.42939,3128.0,28.3952
101,1546333200.0,1.46256,3246.0,27.7533
102,1546333800.0,1.33213,3520.0,30.4707
103,1546334400.0,1.4280899999999999,3391.0,28.4232
104,1546335000.0,1.47333,2077.0,27.5505
105,1546335600.0,1.33215,2322.0,30.4703
106,1546336200.0,1.3543399999999999,2332.0,29.971
107,1546336800.0,1.52029,1895.0,26.6996
108,1546337400.0,1.39649,1766.0,29.0664
