id_sample,id_road,time
0,276183,2019-12-21 08:30:00
1,276183,2019-12-21 08:40:00
2,276183,2019-12-21 08:50:00
3,276183,2019-12-21 10:30:00
4,276183,2019-12-21 10:40:00
5,276183,2019-12-21 10:50:00
6,276183,2019-12-21 12:30:00
7,276183,2019-12-21 12:40:00
8,276183,2019-12-21 12:50:00
9,276183,2019-12-21 14:30:00
10,276183,2019-12-21 14:40:00
11,276183,2019-12-21 14:50:00
12,276183,2019-12-21 16:30:00
13,276183,2019-12-21 16:40:00
14,276183,2019-12-21 16:50:00
15,276183,2019-12-21 18:30:00
16,276183,2019-12-21 18:40:00
17,276183,2019-12-21 18:50:00
18,276183,2019-12-21 20:30:00
19,276183,2019-12-21 20:40:00
20,276183,2019-12-21 20:50:00
21,276184,2019-12-21 08:30:00
22,276184,2019-12-21 08:40:00
23,276184,2019-12-21 08:50:00
24,276184,2019-12-21 10:30:00
25,276184,2019-12-21 10:40:00
26,276184,2019-12-21 10:50:00
27,276184,2019-12-21 12:30:00
28,276184,2019-12-21 12:40:00
29,276184,2019-12-21 12:50:00
30,276184,2019-12-21 14:30:00
31,276184,2019-12-21 14:40:00
32,276184,2019-12-21 14:50:00
33,276184,2019-12-21 16:30:00
34,276184,2019-12-21 16:40:00
35,276184,2019-12-21 16:50:00
36,276184,2019-12-21 18:30:00
37,276184,2019-12-21 18:40:00
38,276184,2019-12-21 18:50:00
39,276184,2019-12-21 20:30:00
40,276184,2019-12-21 20:40:00
41,276184,2019-12-21 20:50:00
42,275911,2019-12-21 08:30:00
43,275911,2019-12-21 08:40:00
44,275911,2019-12-21 08:50:00
45,275911,2019-12-21 10:30:00
46,275911,2019-12-21 10:40:00
47,275911,2019-12-21 10:50:00
48,275911,2019-12-21 12:30:00
49,275911,2019-12-21 12:40:00
50,275911,2019-12-21 12:50:00
51,275911,2019-12-21 14:30:00
52,275911,2019-12-21 14:40:00
53,275911,2019-12-21 14:50:00
54,275911,2019-12-21 16:30:00
55,275911,2019-12-21 16:40:00
56,275911,2019-12-21 16:50:00
57,275911,2019-12-21 18:30:00
58,275911,2019-12-21 18:40:00
59,275911,2019-12-21 18:50:00
60,275911,2019-12-21 20:30:00
61,275911,2019-12-21 20:40:00
62,275911,2019-12-21 20:50:00
63,275912,2019-12-21 08:30:00
64,275912,2019-12-21 08:40:00
65,275912,2019-12-21 08:50:00
66,275912,2019-12-21 10:30:00
67,275912,2019-12-21 10:40:00
68,275912,2019-12-21 10:50:00
69,275912,2019-12-21 12:30:00
70,275912,2019-12-21 12:40:00
71,275912,2019-12-21 12:50:00
72,275912,2019-12-21 14:30:00
73,275912,2019-12-21 14:40:00
74,275912,2019-12-21 14:50:00
75,275912,2019-12-21 16:30:00
76,275912,2019-12-21 16:40:00
77,275912,2019-12-21 16:50:00
78,275912,2019-12-21 18:30:00
79,275912,2019-12-21 18:40:00
80,275912,2019-12-21 18:50:00
81,275912,2019-12-21 20:30:00
82,275912,2019-12-21 20:40:00
83,275912,2019-12-21 20:50:00
84,276240,2019-12-21 08:30:00
85,276240,2019-12-21 08:40:00
86,276240,2019-12-21 08:50:00
87,276240,2019-12-21 10:30:00
88,276240,2019-12-21 10:40:00
89,276240,2019-12-21 10:50:00
90,276240,2019-12-21 12:30:00
91,276240,2019-12-21 12:40:00
92,276240,2019-12-21 12:50:00
93,276240,2019-12-21 14:30:00
94,276240,2019-12-21 14:40:00
95,276240,2019-12-21 14:50:00
96,276240,2019-12-21 16:30:00
97,276240,2019-12-21 16:40:00
98,276240,2019-12-21 16:50:00
99,276240,2019-12-21 18:30:00
100,276240,2019-12-21 18:40:00
101,276240,2019-12-21 18:50:00
102,276240,2019-12-21 20:30:00
103,276240,2019-12-21 20:40:00
104,276240,2019-12-21 20:50:00
105,276241,2019-12-21 08:30:00
106,276241,2019-12-21 08:40:00
107,276241,2019-12-21 08:50:00
108,276241,2019-12-21 10:30:00
109,276241,2019-12-21 10:40:00
110,276241,2019-12-21 10:50:00
111,276241,2019-12-21 12:30:00
112,276241,2019-12-21 12:40:00
113,276241,2019-12-21 12:50:00
114,276241,2019-12-21 14:30:00
115,276241,2019-12-21 14:40:00
116,276241,2019-12-21 14:50:00
117,276241,2019-12-21 16:30:00
118,276241,2019-12-21 16:40:00
119,276241,2019-12-21 16:50:00
120,276241,2019-12-21 18:30:00
121,276241,2019-12-21 18:40:00
122,276241,2019-12-21 18:50:00
123,276241,2019-12-21 20:30:00
124,276241,2019-12-21 20:40:00
125,276241,2019-12-21 20:50:00
126,276264,2019-12-21 08:30:00
127,276264,2019-12-21 08:40:00
128,276264,2019-12-21 08:50:00
129,276264,2019-12-21 10:30:00
130,276264,2019-12-21 10:40:00
131,276264,2019-12-21 10:50:00
132,276264,2019-12-21 12:30:00
133,276264,2019-12-21 12:40:00
134,276264,2019-12-21 12:50:00
135,276264,2019-12-21 14:30:00
136,276264,2019-12-21 14:40:00
137,276264,2019-12-21 14:50:00
138,276264,2019-12-21 16:30:00
139,276264,2019-12-21 16:40:00
140,276264,2019-12-21 16:50:00
141,276264,2019-12-21 18:30:00
142,276264,2019-12-21 18:40:00
143,276264,2019-12-21 18:50:00
144,276264,2019-12-21 20:30:00
145,276264,2019-12-21 20:40:00
146,276264,2019-12-21 20:50:00
147,276265,2019-12-21 08:30:00
148,276265,2019-12-21 08:40:00
149,276265,2019-12-21 08:50:00
150,276265,2019-12-21 10:30:00
151,276265,2019-12-21 10:40:00
152,276265,2019-12-21 10:50:00
153,276265,2019-12-21 12:30:00
154,276265,2019-12-21 12:40:00
155,276265,2019-12-21 12:50:00
156,276265,2019-12-21 14:30:00
157,276265,2019-12-21 14:40:00
158,276265,2019-12-21 14:50:00
159,276265,2019-12-21 16:30:00
160,276265,2019-12-21 16:40:00
161,276265,2019-12-21 16:50:00
162,276265,2019-12-21 18:30:00
163,276265,2019-12-21 18:40:00
164,276265,2019-12-21 18:50:00
165,276265,2019-12-21 20:30:00
166,276265,2019-12-21 20:40:00
167,276265,2019-12-21 20:50:00
168,276268,2019-12-21 08:30:00
169,276268,2019-12-21 08:40:00
170,276268,2019-12-21 08:50:00
171,276268,2019-12-21 10:30:00
172,276268,2019-12-21 10:40:00
173,276268,2019-12-21 10:50:00
174,276268,2019-12-21 12:30:00
175,276268,2019-12-21 12:40:00
176,276268,2019-12-21 12:50:00
177,276268,2019-12-21 14:30:00
178,276268,2019-12-21 14:40:00
179,276268,2019-12-21 14:50:00
180,276268,2019-12-21 16:30:00
181,276268,2019-12-21 16:40:00
182,276268,2019-12-21 16:50:00
183,276268,2019-12-21 18:30:00
184,276268,2019-12-21 18:40:00
185,276268,2019-12-21 18:50:00
186,276268,2019-12-21 20:30:00
187,276268,2019-12-21 20:40:00
188,276268,2019-12-21 20:50:00
189,276269,2019-12-21 08:30:00
190,276269,2019-12-21 08:40:00
191,276269,2019-12-21 08:50:00
192,276269,2019-12-21 10:30:00
193,276269,2019-12-21 10:40:00
194,276269,2019-12-21 10:50:00
195,276269,2019-12-21 12:30:00
196,276269,2019-12-21 12:40:00
197,276269,2019-12-21 12:50:00
198,276269,2019-12-21 14:30:00
199,276269,2019-12-21 14:40:00
200,276269,2019-12-21 14:50:00
201,276269,2019-12-21 16:30:00
202,276269,2019-12-21 16:40:00
203,276269,2019-12-21 16:50:00
204,276269,2019-12-21 18:30:00
205,276269,2019-12-21 18:40:00
206,276269,2019-12-21 18:50:00
207,276269,2019-12-21 20:30:00
208,276269,2019-12-21 20:40:00
209,276269,2019-12-21 20:50:00
210,276737,2019-12-21 08:30:00
211,276737,2019-12-21 08:40:00
212,276737,2019-12-21 08:50:00
213,276737,2019-12-21 10:30:00
214,276737,2019-12-21 10:40:00
215,276737,2019-12-21 10:50:00
216,276737,2019-12-21 12:30:00
217,276737,2019-12-21 12:40:00
218,276737,2019-12-21 12:50:00
219,276737,2019-12-21 14:30:00
220,276737,2019-12-21 14:40:00
221,276737,2019-12-21 14:50:00
222,276737,2019-12-21 16:30:00
223,276737,2019-12-21 16:40:00
224,276737,2019-12-21 16:50:00
225,276737,2019-12-21 18:30:00
226,276737,2019-12-21 18:40:00
227,276737,2019-12-21 18:50:00
228,276737,2019-12-21 20:30:00
229,276737,2019-12-21 20:40:00
230,276737,2019-12-21 20:50:00
231,276738,2019-12-21 08:30:00
232,276738,2019-12-21 08:40:00
233,276738,2019-12-21 08:50:00
234,276738,2019-12-21 10:30:00
235,276738,2019-12-21 10:40:00
236,276738,2019-12-21 10:50:00
237,276738,2019-12-21 12:30:00
238,276738,2019-12-21 12:40:00
239,276738,2019-12-21 12:50:00
240,276738,2019-12-21 14:30:00
241,276738,2019-12-21 14:40:00
242,276738,2019-12-21 14:50:00
243,276738,2019-12-21 16:30:00
244,276738,2019-12-21 16:40:00
245,276738,2019-12-21 16:50:00
246,276738,2019-12-21 18:30:00
247,276738,2019-12-21 18:40:00
248,276738,2019-12-21 18:50:00
249,276738,2019-12-21 20:30:00
250,276738,2019-12-21 20:40:00
251,276738,2019-12-21 20:50:00
252,276183,2019-12-22 08:30:00
253,276183,2019-12-22 08:40:00
254,276183,2019-12-22 08:50:00
255,276183,2019-12-22 10:30:00
256,276183,2019-12-22 10:40:00
257,276183,2019-12-22 10:50:00
258,276183,2019-12-22 12:30:00
259,276183,2019-12-22 12:40:00
260,276183,2019-12-22 12:50:00
261,276183,2019-12-22 14:30:00
262,276183,2019-12-22 14:40:00
263,276183,2019-12-22 14:50:00
264,276183,2019-12-22 16:30:00
265,276183,2019-12-22 16:40:00
266,276183,2019-12-22 16:50:00
267,276183,2019-12-22 18:30:00
268,276183,2019-12-22 18:40:00
269,276183,2019-12-22 18:50:00
270,276183,2019-12-22 20:30:00
271,276183,2019-12-22 20:40:00
272,276183,2019-12-22 20:50:00
273,276184,2019-12-22 08:30:00
274,276184,2019-12-22 08:40:00
275,276184,2019-12-22 08:50:00
276,276184,2019-12-22 10:30:00
277,276184,2019-12-22 10:40:00
278,276184,2019-12-22 10:50:00
279,276184,2019-12-22 12:30:00
280,276184,2019-12-22 12:40:00
281,276184,2019-12-22 12:50:00
282,276184,2019-12-22 14:30:00
283,276184,2019-12-22 14:40:00
284,276184,2019-12-22 14:50:00
285,276184,2019-12-22 16:30:00
286,276184,2019-12-22 16:40:00
287,276184,2019-12-22 16:50:00
288,276184,2019-12-22 18:30:00
289,276184,2019-12-22 18:40:00
290,276184,2019-12-22 18:50:00
291,276184,2019-12-22 20:30:00
292,276184,2019-12-22 20:40:00
293,276184,2019-12-22 20:50:00
294,275911,2019-12-22 08:30:00
295,275911,2019-12-22 08:40:00
296,275911,2019-12-22 08:50:00
297,275911,2019-12-22 10:30:00
298,275911,2019-12-22 10:40:00
299,275911,2019-12-22 10:50:00
300,275911,2019-12-22 12:30:00
301,275911,2019-12-22 12:40:00
302,275911,2019-12-22 12:50:00
303,275911,2019-12-22 14:30:00
304,275911,2019-12-22 14:40:00
305,275911,2019-12-22 14:50:00
306,275911,2019-12-22 16:30:00
307,275911,2019-12-22 16:40:00
308,275911,2019-12-22 16:50:00
309,275911,2019-12-22 18:30:00
310,275911,2019-12-22 18:40:00
311,275911,2019-12-22 18:50:00
312,275911,2019-12-22 20:30:00
313,275911,2019-12-22 20:40:00
314,275911,2019-12-22 20:50:00
315,275912,2019-12-22 08:30:00
316,275912,2019-12-22 08:40:00
317,275912,2019-12-22 08:50:00
318,275912,2019-12-22 10:30:00
319,275912,2019-12-22 10:40:00
320,275912,2019-12-22 10:50:00
321,275912,2019-12-22 12:30:00
