id_road,TTI,speed,time
275911,1.0541,65.9403,2019-12-21 07:30:00
275911,1.06187,65.4578,2019-12-21 07:40:00
275911,1.04992,66.2031,2019-12-21 07:50:00
275911,1.04714,66.3787,2019-12-21 08:00:00
275911,1.081,64.2997,2019-12-21 08:10:00
275911,1.09618,63.4092,2019-12-21 08:20:00
275911,1.13386,61.302,2019-12-21 09:30:00
275911,1.19277,58.2745,2019-12-21 09:40:00
275911,1.23563,56.2528,2019-12-21 09:50:00
275911,1.29996,53.4693,2019-12-21 10:00:00
275911,1.36548,50.9036,2019-12-21 10:10:00
275911,1.4659200000000001,47.4158,2019-12-21 10:20:00
275911,1.5988799999999999,43.4728,2019-12-21 11:30:00
275911,1.56423,44.4357,2019-12-21 11:40:00
275911,1.48779,46.7189,2019-12-21 11:50:00
275911,1.38174,50.3044,2019-12-21 12:00:00
275911,1.30282,53.3516,2019-12-21 12:10:00
275911,1.20597,57.6364,2019-12-21 12:20:00
275911,1.1627299999999998,59.78,2019-12-21 13:30:00
275911,1.33065,52.2361,2019-12-21 13:40:00
275911,1.37399,50.5881,2019-12-21 13:50:00
275911,1.31765,52.7512,2019-12-21 14:00:00
275911,1.42516,48.772,2019-12-21 14:10:00
275911,2.56809,27.0659,2019-12-21 14:20:00
275911,1.7227299999999999,40.3475,2019-12-21 15:30:00
275911,1.68668,41.2098,2019-12-21 15:40:00
275911,1.6945599999999998,41.0182,2019-12-21 15:50:00
275911,1.77095,39.2489,2019-12-21 16:00:00
275911,1.8751,37.0688,2019-12-21 16:10:00
275911,1.94212,35.7897,2019-12-21 16:20:00
275911,1.76932,39.285,2019-12-21 17:30:00
275911,1.7689599999999999,39.2929,2019-12-21 17:40:00
275911,1.7984099999999998,38.6497,2019-12-21 17:50:00
275911,1.7496599999999998,39.7266,2019-12-21 18:00:00
275911,1.7464099999999998,39.8005,2019-12-21 18:10:00
275911,1.75737,39.5522,2019-12-21 18:20:00
275911,1.72281,40.3456,2019-12-21 19:30:00
275911,1.7455599999999998,39.8197,2019-12-21 19:40:00
275911,1.86855,37.1988,2019-12-21 19:50:00
275911,1.89408,36.6975,2019-12-21 20:00:00
275911,1.71911,40.4324,2019-12-21 20:10:00
275911,1.49379,46.5311,2019-12-21 20:20:00
275911,1.01029,68.8001,2019-12-22 07:30:00
275911,1.0000799999999999,69.5021,2019-12-22 07:40:00
275911,1.0220200000000002,68.0105,2019-12-22 07:50:00
275911,1.0234299999999998,67.9162,2019-12-22 08:00:00
275911,1.0293700000000001,67.5246,2019-12-22 08:10:00
275911,1.0298200000000002,67.4952,2019-12-22 08:20:00
275911,1.05671,65.7776,2019-12-22 09:30:00
275911,1.08736,63.9237,2019-12-22 09:40:00
275911,1.10963,62.6403,2019-12-22 09:50:00
275911,1.15249,60.3108,2019-12-22 10:00:00
275911,1.2385700000000002,56.1195,2019-12-22 10:10:00
275911,1.20495,57.6851,2019-12-22 10:20:00
275911,1.16531,59.6477,2019-12-22 11:30:00
275911,1.26994,54.7332,2019-12-22 11:40:00
275911,1.3862,50.1427,2019-12-22 11:50:00
275911,1.379,50.4044,2019-12-22 12:00:00
275911,1.19573,58.1302,2019-12-22 12:10:00
275911,1.11883,62.1256,2019-12-22 12:20:00
275911,1.11624,62.2698,2019-12-22 13:30:00
275911,1.1035700000000002,62.9842,2019-12-22 13:40:00
275911,1.11901,62.1156,2019-12-22 13:50:00
275911,1.14488,60.711999999999996,2019-12-22 14:00:00
275911,1.20337,57.7611,2019-12-22 14:10:00
